no_measure;0
f_resilient_crops;1
f_ditches;2
f_dike_elevation_s;3
f_dike_elevation_l;4
f_increase_dike_height_multisector;5
f_room_for_river;6
f_wet_proofing_houses;7
f_local_protect;8
f_noconstrucarea;9
d_resilient_crops;10
d_rain_irrigation;11
d_gw_irrigation;12
d_riv_irrigation;13
d_multimodal_transport;14
d_medium_ships;15
d_small_ships;16
d_dredging;17
