timing,measure_sequence,no_measure,sector_hazard,sectorname,cc_scenario,climvar,portfolio,realization,f_a,d_a,f_u,d_s,stage
,,2,multihaz_agr,f_a,D,3,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
,,3,multihaz_agr,f_a,D,3,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
,,4,multihaz_agr,f_a,D,3,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
19.0,0&10,1,multihaz_agr,f_a,D,4,11_03_00_00,5000,11.0,3.0,0.0,0.0,
31.0,0&10&15,2,multihaz_agr,f_a,D,4,11_03_00_00,5000,11.0,3.0,0.0,0.0,
,,3,multihaz_agr,f_a,D,4,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
,,4,multihaz_agr,f_a,D,4,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
59.0,0&10,1,multihaz_agr,f_a,D,5,11_03_00_00,5000,11.0,3.0,0.0,0.0,
74.0,0&10&15,2,multihaz_agr,f_a,D,5,11_03_00_00,5000,11.0,3.0,0.0,0.0,
,,3,multihaz_agr,f_a,D,5,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
,,4,multihaz_agr,f_a,D,5,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
81.0,0&10,1,multihaz_agr,f_a,D,6,11_03_00_00,5000,11.0,3.0,0.0,0.0,
91.0,0&10&15,2,multihaz_agr,f_a,D,6,11_03_00_00,5000,11.0,3.0,0.0,0.0,
,,3,multihaz_agr,f_a,D,6,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
,,4,multihaz_agr,f_a,D,6,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
45.0,0&10,1,multihaz_agr,f_a,D,7,11_03_00_00,5000,11.0,3.0,0.0,0.0,
84.0,0&10&15,2,multihaz_agr,f_a,D,7,11_03_00_00,5000,11.0,3.0,0.0,0.0,
,,3,multihaz_agr,f_a,D,7,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
,,4,multihaz_agr,f_a,D,7,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
16.0,0&10,1,multihaz_agr,f_a,D,8,11_03_00_00,5000,11.0,3.0,0.0,0.0,
57.0,0&10&15,2,multihaz_agr,f_a,D,8,11_03_00_00,5000,11.0,3.0,0.0,0.0,
,,3,multihaz_agr,f_a,D,8,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
,,4,multihaz_agr,f_a,D,8,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
26.0,0&10,1,multihaz_agr,f_a,D,9,11_03_00_00,5000,11.0,3.0,0.0,0.0,
43.0,0&10&15,2,multihaz_agr,f_a,D,9,11_03_00_00,5000,11.0,3.0,0.0,0.0,
53.0,0&10&15&11,3,multihaz_agr,f_a,D,9,11_03_00_00,5000,11.0,3.0,0.0,0.0,
,,4,multihaz_agr,f_a,D,9,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
84.0,0&10,1,multihaz_agr,f_a,D,10,11_03_00_00,5000,11.0,3.0,0.0,0.0,
,,2,multihaz_agr,f_a,D,10,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
,,3,multihaz_agr,f_a,D,10,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
,,4,multihaz_agr,f_a,D,10,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
7.0,0&2,1,multihaz_agr,d_a,D,1,11_03_00_00,5000,11.0,3.0,0.0,0.0,
17.0,0&2&1,2,multihaz_agr,d_a,D,1,11_03_00_00,5000,11.0,3.0,0.0,0.0,
28.0,0&2&1&4,3,multihaz_agr,d_a,D,1,11_03_00_00,5000,11.0,3.0,0.0,0.0,
,,4,multihaz_agr,d_a,D,1,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
7.0,0&2,1,multihaz_agr,d_a,D,2,11_03_00_00,5000,11.0,3.0,0.0,0.0,
17.0,0&2&1,2,multihaz_agr,d_a,D,2,11_03_00_00,5000,11.0,3.0,0.0,0.0,
27.0,0&2&1&4,3,multihaz_agr,d_a,D,2,11_03_00_00,5000,11.0,3.0,0.0,0.0,
37.0,0&2&1&4&3,4,multihaz_agr,d_a,D,2,11_03_00_00,5000,11.0,3.0,0.0,0.0,
10.0,0&2,1,multihaz_agr,d_a,D,3,11_03_00_00,5000,11.0,3.0,0.0,0.0,
20.0,0&2&1,2,multihaz_agr,d_a,D,3,11_03_00_00,5000,11.0,3.0,0.0,0.0,
30.0,0&2&4,3,multihaz_agr,d_a,D,3,11_03_00_00,5000,11.0,3.0,0.0,0.0,
,,4,multihaz_agr,d_a,D,3,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
12.0,0&2,1,multihaz_agr,d_a,D,4,11_03_00_00,5000,11.0,3.0,0.0,0.0,
22.0,0&2&1,2,multihaz_agr,d_a,D,4,11_03_00_00,5000,11.0,3.0,0.0,0.0,
32.0,0&2&1&4,3,multihaz_agr,d_a,D,4,11_03_00_00,5000,11.0,3.0,0.0,0.0,
42.0,0&2&1&4&3,4,multihaz_agr,d_a,D,4,11_03_00_00,5000,11.0,3.0,0.0,0.0,
12.0,0&2,1,multihaz_agr,d_a,D,5,11_03_00_00,5000,11.0,3.0,0.0,0.0,
28.0,0&2&1,2,multihaz_agr,d_a,D,5,11_03_00_00,5000,11.0,3.0,0.0,0.0,
41.0,0&2&1&4,3,multihaz_agr,d_a,D,5,11_03_00_00,5000,11.0,3.0,0.0,0.0,
,,4,multihaz_agr,d_a,D,5,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
20.0,0&2,1,multihaz_agr,d_a,D,6,11_03_00_00,5000,11.0,3.0,0.0,0.0,
30.0,0&2&1,2,multihaz_agr,d_a,D,6,11_03_00_00,5000,11.0,3.0,0.0,0.0,
40.0,0&2&1&4,3,multihaz_agr,d_a,D,6,11_03_00_00,5000,11.0,3.0,0.0,0.0,
,,4,multihaz_agr,d_a,D,6,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
18.0,0&2,1,multihaz_agr,d_a,D,7,11_03_00_00,5000,11.0,3.0,0.0,0.0,
28.0,0&2&1,2,multihaz_agr,d_a,D,7,11_03_00_00,5000,11.0,3.0,0.0,0.0,
38.0,0&2&1&4,3,multihaz_agr,d_a,D,7,11_03_00_00,5000,11.0,3.0,0.0,0.0,
,,4,multihaz_agr,d_a,D,7,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
15.0,0&2,1,multihaz_agr,d_a,D,8,11_03_00_00,5000,11.0,3.0,0.0,0.0,
25.0,0&2&1,2,multihaz_agr,d_a,D,8,11_03_00_00,5000,11.0,3.0,0.0,0.0,
35.0,0&2&1&4,3,multihaz_agr,d_a,D,8,11_03_00_00,5000,11.0,3.0,0.0,0.0,
45.0,0&2&1&4&3,4,multihaz_agr,d_a,D,8,11_03_00_00,5000,11.0,3.0,0.0,0.0,
12.0,0&2,1,multihaz_agr,d_a,D,9,11_03_00_00,5000,11.0,3.0,0.0,0.0,
22.0,0&2&1,2,multihaz_agr,d_a,D,9,11_03_00_00,5000,11.0,3.0,0.0,0.0,
32.0,0&2&4,3,multihaz_agr,d_a,D,9,11_03_00_00,5000,11.0,3.0,0.0,0.0,
,,4,multihaz_agr,d_a,D,9,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
14.0,0&2,1,multihaz_agr,d_a,D,10,11_03_00_00,5000,11.0,3.0,0.0,0.0,
24.0,0&2&1,2,multihaz_agr,d_a,D,10,11_03_00_00,5000,11.0,3.0,0.0,0.0,
34.0,0&2&1&4,3,multihaz_agr,d_a,D,10,11_03_00_00,5000,11.0,3.0,0.0,0.0,
44.0,0&2&1&4&3,4,multihaz_agr,d_a,D,10,11_03_00_00,5000,11.0,3.0,0.0,0.0,
38.0,0&10,1,multihaz_agr,f_a,G,1,11_03_00_00,5000,11.0,3.0,0.0,0.0,
48.0,0&10&15,2,multihaz_agr,f_a,G,1,11_03_00_00,5000,11.0,3.0,0.0,0.0,
,,3,multihaz_agr,f_a,G,1,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
,,4,multihaz_agr,f_a,G,1,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
11.0,0&10,1,multihaz_agr,f_a,G,2,11_03_00_00,5000,11.0,3.0,0.0,0.0,
21.0,0&10&15,2,multihaz_agr,f_a,G,2,11_03_00_00,5000,11.0,3.0,0.0,0.0,
45.0,0&10&15&11,3,multihaz_agr,f_a,G,2,11_03_00_00,5000,11.0,3.0,0.0,0.0,
59.0,0&10&15&11&14,4,multihaz_agr,f_a,G,2,11_03_00_00,5000,11.0,3.0,0.0,0.0,
23.0,0&10,1,multihaz_agr,f_a,G,3,11_03_00_00,5000,11.0,3.0,0.0,0.0,
75.0,0&10&15,2,multihaz_agr,f_a,G,3,11_03_00_00,5000,11.0,3.0,0.0,0.0,
85.0,0&10&15&11,3,multihaz_agr,f_a,G,3,11_03_00_00,5000,11.0,3.0,0.0,0.0,
,,4,multihaz_agr,f_a,G,3,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
19.0,0&10,1,multihaz_agr,f_a,G,4,11_03_00_00,5000,11.0,3.0,0.0,0.0,
31.0,0&10&15,2,multihaz_agr,f_a,G,4,11_03_00_00,5000,11.0,3.0,0.0,0.0,
,,3,multihaz_agr,f_a,G,4,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
,,4,multihaz_agr,f_a,G,4,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
58.0,0&10,1,multihaz_agr,f_a,G,5,11_03_00_00,5000,11.0,3.0,0.0,0.0,
68.0,0&10&15,2,multihaz_agr,f_a,G,5,11_03_00_00,5000,11.0,3.0,0.0,0.0,
,,3,multihaz_agr,f_a,G,5,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
,,4,multihaz_agr,f_a,G,5,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
78.0,0&10,1,multihaz_agr,f_a,G,6,11_03_00_00,5000,11.0,3.0,0.0,0.0,
88.0,0&10&15,2,multihaz_agr,f_a,G,6,11_03_00_00,5000,11.0,3.0,0.0,0.0,
,,3,multihaz_agr,f_a,G,6,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
,,4,multihaz_agr,f_a,G,6,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
,,3,multihaz_agr,f_a,G,7,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
,,4,multihaz_agr,f_a,G,7,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
16.0,0&10,1,multihaz_agr,f_a,G,8,11_03_00_00,5000,11.0,3.0,0.0,0.0,
26.0,0&10&15,2,multihaz_agr,f_a,G,8,11_03_00_00,5000,11.0,3.0,0.0,0.0,
57.0,0&10&15&11,3,multihaz_agr,f_a,G,8,11_03_00_00,5000,11.0,3.0,0.0,0.0,
84.0,0&10&15&11&14,4,multihaz_agr,f_a,G,8,11_03_00_00,5000,11.0,3.0,0.0,0.0,
26.0,0&10,1,multihaz_agr,f_a,G,9,11_03_00_00,5000,11.0,3.0,0.0,0.0,
43.0,0&10&15,2,multihaz_agr,f_a,G,9,11_03_00_00,5000,11.0,3.0,0.0,0.0,
53.0,0&10&15&11,3,multihaz_agr,f_a,G,9,11_03_00_00,5000,11.0,3.0,0.0,0.0,
83.0,0&10&15&11&14,4,multihaz_agr,f_a,G,9,11_03_00_00,5000,11.0,3.0,0.0,0.0,
51.0,0&10,1,multihaz_agr,f_a,G,10,11_03_00_00,5000,11.0,3.0,0.0,0.0,
84.0,0&10&15,2,multihaz_agr,f_a,G,10,11_03_00_00,5000,11.0,3.0,0.0,0.0,
94.0,0&10&15&11,3,multihaz_agr,f_a,G,10,11_03_00_00,5000,11.0,3.0,0.0,0.0,
,,4,multihaz_agr,f_a,G,10,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
7.0,0&2,1,multihaz_agr,d_a,G,1,11_03_00_00,5000,11.0,3.0,0.0,0.0,
17.0,0&2&1,2,multihaz_agr,d_a,G,1,11_03_00_00,5000,11.0,3.0,0.0,0.0,
27.0,0&2&1&4,3,multihaz_agr,d_a,G,1,11_03_00_00,5000,11.0,3.0,0.0,0.0,
,,4,multihaz_agr,d_a,G,1,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
7.0,0&2,1,multihaz_agr,d_a,G,2,11_03_00_00,5000,11.0,3.0,0.0,0.0,
17.0,0&2&1,2,multihaz_agr,d_a,G,2,11_03_00_00,5000,11.0,3.0,0.0,0.0,
27.0,0&2&1&4,3,multihaz_agr,d_a,G,2,11_03_00_00,5000,11.0,3.0,0.0,0.0,
37.0,0&2&1&4&3,4,multihaz_agr,d_a,G,2,11_03_00_00,5000,11.0,3.0,0.0,0.0,
10.0,0&2,1,multihaz_agr,d_a,G,3,11_03_00_00,5000,11.0,3.0,0.0,0.0,
20.0,0&2&1,2,multihaz_agr,d_a,G,3,11_03_00_00,5000,11.0,3.0,0.0,0.0,
30.0,0&2&4,3,multihaz_agr,d_a,G,3,11_03_00_00,5000,11.0,3.0,0.0,0.0,
40.0,0&2&4&3,4,multihaz_agr,d_a,G,3,11_03_00_00,5000,11.0,3.0,0.0,0.0,
7.0,0&2,1,multihaz_agr,d_a,G,4,11_03_00_00,5000,11.0,3.0,0.0,0.0,
17.0,0&2&1,2,multihaz_agr,d_a,G,4,11_03_00_00,5000,11.0,3.0,0.0,0.0,
27.0,0&2&4,3,multihaz_agr,d_a,G,4,11_03_00_00,5000,11.0,3.0,0.0,0.0,
,,4,multihaz_agr,d_a,G,4,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
12.0,0&2,1,multihaz_agr,d_a,G,5,11_03_00_00,5000,11.0,3.0,0.0,0.0,
27.0,0&2&1,2,multihaz_agr,d_a,G,5,11_03_00_00,5000,11.0,3.0,0.0,0.0,
37.0,0&2&1&4,3,multihaz_agr,d_a,G,5,11_03_00_00,5000,11.0,3.0,0.0,0.0,
,,4,multihaz_agr,d_a,G,5,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
20.0,0&2,1,multihaz_agr,d_a,G,6,11_03_00_00,5000,11.0,3.0,0.0,0.0,
30.0,0&2&1,2,multihaz_agr,d_a,G,6,11_03_00_00,5000,11.0,3.0,0.0,0.0,
40.0,0&2&1&4,3,multihaz_agr,d_a,G,6,11_03_00_00,5000,11.0,3.0,0.0,0.0,
53.0,0&2&1&4&3,4,multihaz_agr,d_a,G,6,11_03_00_00,5000,11.0,3.0,0.0,0.0,
18.0,0&2,1,multihaz_agr,d_a,G,7,11_03_00_00,5000,11.0,3.0,0.0,0.0,
28.0,0&2&1,2,multihaz_agr,d_a,G,7,11_03_00_00,5000,11.0,3.0,0.0,0.0,
38.0,0&2&1&4,3,multihaz_agr,d_a,G,7,11_03_00_00,5000,11.0,3.0,0.0,0.0,
,,4,multihaz_agr,d_a,G,7,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
15.0,0&2,1,multihaz_agr,d_a,G,8,11_03_00_00,5000,11.0,3.0,0.0,0.0,
25.0,0&2&1,2,multihaz_agr,d_a,G,8,11_03_00_00,5000,11.0,3.0,0.0,0.0,
35.0,0&2&1&4,3,multihaz_agr,d_a,G,8,11_03_00_00,5000,11.0,3.0,0.0,0.0,
45.0,0&2&1&4&3,4,multihaz_agr,d_a,G,8,11_03_00_00,5000,11.0,3.0,0.0,0.0,
12.0,0&2,1,multihaz_agr,d_a,G,9,11_03_00_00,5000,11.0,3.0,0.0,0.0,
22.0,0&2&1,2,multihaz_agr,d_a,G,9,11_03_00_00,5000,11.0,3.0,0.0,0.0,
32.0,0&2&4,3,multihaz_agr,d_a,G,9,11_03_00_00,5000,11.0,3.0,0.0,0.0,
,,4,multihaz_agr,d_a,G,9,11_03_00_00,5000,11.0,3.0,0.0,0.0,2.0
14.0,0&2,1,multihaz_agr,d_a,G,10,11_03_00_00,5000,11.0,3.0,0.0,0.0,
24.0,0&2&1,2,multihaz_agr,d_a,G,10,11_03_00_00,5000,11.0,3.0,0.0,0.0,
34.0,0&2&1&4,3,multihaz_agr,d_a,G,10,11_03_00_00,5000,11.0,3.0,0.0,0.0,
44.0,0&2&1&4&3,4,multihaz_agr,d_a,G,10,11_03_00_00,5000,11.0,3.0,0.0,0.0,
38.0,0&10,1,multihaz_agr,f_a,Wp,1,11_03_00_00,5000,11.0,3.0,0.0,0.0,
48.0,0&10&15,2,multihaz_agr,f_a,Wp,1,11_03_00_00,5000,11.0,3.0,0.0,0.0,
58.0,0&10&15&11,3,multihaz_agr,f_a,Wp,1,11_03_00_00,5000,11.0,3.0,0.0,0.0,
69.0,0&10&15&11&14,4,multihaz_agr,f_a,Wp,1,11_03_00_00,5000,11.0,3.0,0.0,0.0,
11.0,0&10,1,multihaz_agr,f_a,Wp,2,11_03_00_00,5000,11.0,3.0,0.0,0.0,
21.0,0&10&15,2,multihaz_agr,f_a,Wp,2,11_03_00_00,5000,11.0,3.0,0.0,0.0,
39.0,0&10&15&11,3,multihaz_agr,f_a,Wp,2,11_03_00_00,5000,11.0,3.0,0.0,0.0,
59.0,0&10&15&11&14,4,multihaz_agr,f_a,Wp,2,11_03_00_00,5000,11.0,3.0,0.0,0.0,
23.0,0&10,1,multihaz_agr,f_a,Wp,3,11_03_00_00,5000,11.0,3.0,0.0,0.0,
33.0,0&10&15,2,multihaz_agr,f_a,Wp,3,11_03_00_00,5000,11.0,3.0,0.0,0.0,
49.0,0&10&15&11,3,multihaz_agr,f_a,Wp,3,11_03_00_00,5000,11.0,3.0,0.0,0.0,
61.0,0&10&15&11&14,4,multihaz_agr,f_a,Wp,3,11_03_00_00,5000,11.0,3.0,0.0,0.0,
19.0,0&10,1,multihaz_agr,f_a,Wp,4,11_03_00_00,5000,11.0,3.0,0.0,0.0,
31.0,0&10&15,2,multihaz_agr,f_a,Wp,4,11_03_00_00,5000,11.0,3.0,0.0,0.0,
80.0,0&10&15&11,3,multihaz_agr,f_a,Wp,4,11_03_00_00,5000,11.0,3.0,0.0,0.0,
90.0,0&10&15&11&14,4,multihaz_agr,f_a,Wp,4,11_03_00_00,5000,11.0,3.0,0.0,0.0,
53.0,0&10,1,multihaz_agr,f_a,Wp,5,11_03_00_00,5000,11.0,3.0,0.0,0.0,
63.0,0&10&15,2,multihaz_agr,f_a,Wp,5,11_03_00_00,5000,11.0,3.0,0.0,0.0,
73.0,0&10&15&11,3,multihaz_agr,f_a,Wp,5,11_03_00_00,5000,11.0,3.0,0.0,0.0,
83.0,0&10&15&11&14,4,multihaz_agr,f_a,Wp,5,11_03_00_00,5000,11.0,3.0,0.0,0.0,
32.0,0&10,1,multihaz_agr,f_a,Wp,6,11_03_00_00,5000,11.0,3.0,0.0,0.0,
61.0,0&10&15,2,multihaz_agr,f_a,Wp,6,11_03_00_00,5000,11.0,3.0,0.0,0.0,
77.0,0&10&15&11,3,multihaz_agr,f_a,Wp,6,11_03_00_00,5000,11.0,3.0,0.0,0.0,
87.0,0&10&15&11&14,4,multihaz_agr,f_a,Wp,6,11_03_00_00,5000,11.0,3.0,0.0,0.0,
45.0,0&10,1,multihaz_agr,f_a,Wp,7,11_03_00_00,5000,11.0,3.0,0.0,0.0,
60.0,0&10&15,2,multihaz_agr,f_a,Wp,7,11_03_00_00,5000,11.0,3.0,0.0,0.0,
73.0,0&10&15&11,3,multihaz_agr,f_a,Wp,7,11_03_00_00,5000,11.0,3.0,0.0,0.0,
83.0,0&10&15&11&14,4,multihaz_agr,f_a,Wp,7,11_03_00_00,5000,11.0,3.0,0.0,0.0,
16.0,0&10,1,multihaz_agr,f_a,Wp,8,11_03_00_00,5000,11.0,3.0,0.0,0.0,
26.0,0&10&15,2,multihaz_agr,f_a,Wp,8,11_03_00_00,5000,11.0,3.0,0.0,0.0,
57.0,0&10&15&11,3,multihaz_agr,f_a,Wp,8,11_03_00_00,5000,11.0,3.0,0.0,0.0,
67.0,0&10&15&11&14,4,multihaz_agr,f_a,Wp,8,11_03_00_00,5000,11.0,3.0,0.0,0.0,
26.0,0&10,1,multihaz_agr,f_a,Wp,9,11_03_00_00,5000,11.0,3.0,0.0,0.0,
36.0,0&10&15,2,multihaz_agr,f_a,Wp,9,11_03_00_00,5000,11.0,3.0,0.0,0.0,
46.0,0&10&15&11,3,multihaz_agr,f_a,Wp,9,11_03_00_00,5000,11.0,3.0,0.0,0.0,
62.0,0&10&15&11&14,4,multihaz_agr,f_a,Wp,9,11_03_00_00,5000,11.0,3.0,0.0,0.0,
56.0,0&10,1,multihaz_agr,f_a,Wp,10,11_03_00_00,5000,11.0,3.0,0.0,0.0,
69.0,0&10&15,2,multihaz_agr,f_a,Wp,10,11_03_00_00,5000,11.0,3.0,0.0,0.0,
84.0,0&10&15&11,3,multihaz_agr,f_a,Wp,10,11_03_00_00,5000,11.0,3.0,0.0,0.0,
94.0,0&10&15&11&14,4,multihaz_agr,f_a,Wp,10,11_03_00_00,5000,11.0,3.0,0.0,0.0,
7.0,0&2,1,multihaz_agr,d_a,Wp,1,11_03_00_00,5000,11.0,3.0,0.0,0.0,
17.0,0&2&1,2,multihaz_agr,d_a,Wp,1,11_03_00_00,5000,11.0,3.0,0.0,0.0,
27.0,0&2&1&4,3,multihaz_agr,d_a,Wp,1,11_03_00_00,5000,11.0,3.0,0.0,0.0,
37.0,0&2&1&4&3,4,multihaz_agr,d_a,Wp,1,11_03_00_00,5000,11.0,3.0,0.0,0.0,
7.0,0&2,1,multihaz_agr,d_a,Wp,2,11_03_00_00,5000,11.0,3.0,0.0,0.0,
17.0,0&2&1,2,multihaz_agr,d_a,Wp,2,11_03_00_00,5000,11.0,3.0,0.0,0.0,
27.0,0&2&1&4,3,multihaz_agr,d_a,Wp,2,11_03_00_00,5000,11.0,3.0,0.0,0.0,
37.0,0&2&1&4&3,4,multihaz_agr,d_a,Wp,2,11_03_00_00,5000,11.0,3.0,0.0,0.0,
6.0,0&2,1,multihaz_agr,d_a,Wp,3,11_03_00_00,5000,11.0,3.0,0.0,0.0,
16.0,0&2&1,2,multihaz_agr,d_a,Wp,3,11_03_00_00,5000,11.0,3.0,0.0,0.0,
26.0,0&2&4,3,multihaz_agr,d_a,Wp,3,11_03_00_00,5000,11.0,3.0,0.0,0.0,
36.0,0&2&4&3,4,multihaz_agr,d_a,Wp,3,11_03_00_00,5000,11.0,3.0,0.0,0.0,
7.0,0&2,1,multihaz_agr,d_a,Wp,4,11_03_00_00,5000,11.0,3.0,0.0,0.0,
17.0,0&2&1,2,multihaz_agr,d_a,Wp,4,11_03_00_00,5000,11.0,3.0,0.0,0.0,
27.0,0&2&4,3,multihaz_agr,d_a,Wp,4,11_03_00_00,5000,11.0,3.0,0.0,0.0,
37.0,0&2&4&3,4,multihaz_agr,d_a,Wp,4,11_03_00_00,5000,11.0,3.0,0.0,0.0,
8.0,0&2,1,multihaz_agr,d_a,Wp,5,11_03_00_00,5000,11.0,3.0,0.0,0.0,
18.0,0&2&1,2,multihaz_agr,d_a,Wp,5,11_03_00_00,5000,11.0,3.0,0.0,0.0,
28.0,0&2&1&4,3,multihaz_agr,d_a,Wp,5,11_03_00_00,5000,11.0,3.0,0.0,0.0,
38.0,0&2&1&4&3,4,multihaz_agr,d_a,Wp,5,11_03_00_00,5000,11.0,3.0,0.0,0.0,
12.0,0&2,1,multihaz_agr,d_a,Wp,6,11_03_00_00,5000,11.0,3.0,0.0,0.0,
22.0,0&2&1,2,multihaz_agr,d_a,Wp,6,11_03_00_00,5000,11.0,3.0,0.0,0.0,
32.0,0&2&4,3,multihaz_agr,d_a,Wp,6,11_03_00_00,5000,11.0,3.0,0.0,0.0,
42.0,0&2&4&3,4,multihaz_agr,d_a,Wp,6,11_03_00_00,5000,11.0,3.0,0.0,0.0,
16.0,0&2,1,multihaz_agr,d_a,Wp,7,11_03_00_00,5000,11.0,3.0,0.0,0.0,
26.0,0&2&1,2,multihaz_agr,d_a,Wp,7,11_03_00_00,5000,11.0,3.0,0.0,0.0,
36.0,0&2&1&4,3,multihaz_agr,d_a,Wp,7,11_03_00_00,5000,11.0,3.0,0.0,0.0,
46.0,0&2&4&3,4,multihaz_agr,d_a,Wp,7,11_03_00_00,5000,11.0,3.0,0.0,0.0,
12.0,0&2,1,multihaz_agr,d_a,Wp,8,11_03_00_00,5000,11.0,3.0,0.0,0.0,
22.0,0&2&1,2,multihaz_agr,d_a,Wp,8,11_03_00_00,5000,11.0,3.0,0.0,0.0,
32.0,0&2&1&4,3,multihaz_agr,d_a,Wp,8,11_03_00_00,5000,11.0,3.0,0.0,0.0,
42.0,0&2&1&4&3,4,multihaz_agr,d_a,Wp,8,11_03_00_00,5000,11.0,3.0,0.0,0.0,
12.0,0&2,1,multihaz_agr,d_a,Wp,9,11_03_00_00,5000,11.0,3.0,0.0,0.0,
22.0,0&2&1,2,multihaz_agr,d_a,Wp,9,11_03_00_00,5000,11.0,3.0,0.0,0.0,
32.0,0&2&4,3,multihaz_agr,d_a,Wp,9,11_03_00_00,5000,11.0,3.0,0.0,0.0,
42.0,0&2&4&3,4,multihaz_agr,d_a,Wp,9,11_03_00_00,5000,11.0,3.0,0.0,0.0,
11.0,0&2,1,multihaz_agr,d_a,Wp,10,11_03_00_00,5000,11.0,3.0,0.0,0.0,
21.0,0&2&1,2,multihaz_agr,d_a,Wp,10,11_03_00_00,5000,11.0,3.0,0.0,0.0,
31.0,0&2&1&4,3,multihaz_agr,d_a,Wp,10,11_03_00_00,5000,11.0,3.0,0.0,0.0,
41.0,0&2&1&4&3,4,multihaz_agr,d_a,Wp,10,11_03_00_00,5000,11.0,3.0,0.0,0.0,
38.0,0&13,1,multihaz_agr,f_a,D,1,05_08_00_00,5000,5.0,8.0,0.0,0.0,
48.0,0&13&14,2,multihaz_agr,f_a,D,1,05_08_00_00,5000,5.0,8.0,0.0,0.0,
,,3,multihaz_agr,f_a,D,1,05_08_00_00,5000,5.0,8.0,0.0,0.0,2.0
,,4,multihaz_agr,f_a,D,1,05_08_00_00,5000,5.0,8.0,0.0,0.0,2.0
14.0,0&13,1,multihaz_agr,f_a,D,2,05_08_00_00,5000,5.0,8.0,0.0,0.0,
,,2,multihaz_agr,f_a,D,2,05_08_00_00,5000,5.0,8.0,0.0,0.0,2.0
,,3,multihaz_agr,f_a,D,2,05_08_00_00,5000,5.0,8.0,0.0,0.0,2.0
,,4,multihaz_agr,f_a,D,2,05_08_00_00,5000,5.0,8.0,0.0,0.0,2.0
23.0,0&13,1,multihaz_agr,f_a,D,3,05_08_00_00,5000,5.0,8.0,0.0,0.0,
,,2,multihaz_agr,f_a,D,3,05_08_00_00,5000,5.0,8.0,0.0,0.0,2.0
,,3,multihaz_agr,f_a,D,3,05_08_00_00,5000,5.0,8.0,0.0,0.0,2.0
,,4,multihaz_agr,f_a,D,3,05_08_00_00,5000,5.0,8.0,0.0,0.0,2.0
19.0,0&13,1,multihaz_agr,f_a,D,4,05_08_00_00,5000,5.0,8.0,0.0,0.0,
,,2,multihaz_agr,f_a,D,4,05_08_00_00,5000,5.0,8.0,0.0,0.0,2.0
,,3,multihaz_agr,f_a,D,4,05_08_00_00,5000,5.0,8.0,0.0,0.0,2.0
,,4,multihaz_agr,f_a,D,4,05_08_00_00,5000,5.0,8.0,0.0,0.0,2.0
59.0,0&13,1,multihaz_agr,f_a,D,5,05_08_00_00,5000,5.0,8.0,0.0,0.0,
,,2,multihaz_agr,f_a,D,5,05_08_00_00,5000,5.0,8.0,0.0,0.0,2.0
,,3,multihaz_agr,f_a,D,5,05_08_00_00,5000,5.0,8.0,0.0,0.0,2.0
,,4,multihaz_agr,f_a,D,5,05_08_00_00,5000,5.0,8.0,0.0,0.0,2.0
