Unnamed: 0,robustness,r10,r90,output,stage,sector_hazard,cc_scenario,portfolio
10,15.0,0.84,5.71,invest_f_a,1,flood_agr,D,01_00_00_00
11,197.2,112.0,254.0,invest_f_a,1,flood_agr,D,05_00_00_00
12,13.72,0.37,4.04,invest_f_a,1,flood_agr,D,03_00_00_00
13,142.72,142.0,144.27,invest_f_a,1,flood_agr,D,07_00_00_00
14,0.0,0.0,0.0,invest_f_a,1,flood_agr,D,00_00_00_00
15,113.5,112.0,114.8,invest_f_a,1,flood_agr,D,06_00_00_00
16,79.64,0.37,113.73,invest_f_a,1,flood_agr,D,04_00_00_00
17,142.29,142.0,142.91,invest_f_a,1,flood_agr,D,08_00_00_00
18,967.15,962.57,970.0,revenue_agr,1,flood_agr,D,02_00_00_00
19,934.54,893.43,967.19,revenue_agr,1,flood_agr,D,01_00_00_00
20,967.76,962.44,970.0,revenue_agr,1,flood_agr,D,05_00_00_00
21,905.86,875.75,947.27,revenue_agr,1,flood_agr,D,03_00_00_00
22,968.08,962.44,970.0,revenue_agr,1,flood_agr,D,07_00_00_00
23,966.77,961.68,970.0,revenue_agr,1,flood_agr,D,00_00_00_00
24,967.76,962.44,970.0,revenue_agr,1,flood_agr,D,06_00_00_00
25,906.14,875.74,947.27,revenue_agr,1,flood_agr,D,04_00_00_00
26,954.04,916.47,970.0,revenue_agr,1,flood_agr,D,08_00_00_00
27,1.8,1.0,2.0,pathways_list_f_a,1,flood_agr,D,02_00_00_00
28,1.9,1.0,2.0,pathways_list_f_a,1,flood_agr,D,01_00_00_00
29,1.6,1.0,2.0,pathways_list_f_a,1,flood_agr,D,05_00_00_00
30,1.8,1.0,2.0,pathways_list_f_a,1,flood_agr,D,03_00_00_00
31,1.3,1.0,2.0,pathways_list_f_a,1,flood_agr,D,07_00_00_00
32,0.0,0.0,0.0,pathways_list_f_a,1,flood_agr,D,00_00_00_00
33,1.6,1.0,2.0,pathways_list_f_a,1,flood_agr,D,06_00_00_00
34,1.7,1.0,2.0,pathways_list_f_a,1,flood_agr,D,04_00_00_00
35,1.3,1.0,2.0,pathways_list_f_a,1,flood_agr,D,08_00_00_00
36,217.09,144.28,253.75,DamAgr_f_tot,1,flood_agr,G,02_00_00_00
37,259.15,172.8,338.71,DamAgr_f_tot,1,flood_agr,G,01_00_00_00
38,156.35,77.01,198.41,DamAgr_f_tot,1,flood_agr,G,05_00_00_00
39,255.66,168.08,330.6,DamAgr_f_tot,1,flood_agr,G,03_00_00_00
40,114.98,30.46,179.3,DamAgr_f_tot,1,flood_agr,G,07_00_00_00
41,308.47,188.45,375.96,DamAgr_f_tot,1,flood_agr,G,00_00_00_00
42,168.23,77.01,229.34,DamAgr_f_tot,1,flood_agr,G,06_00_00_00
43,222.71,138.13,326.67,DamAgr_f_tot,1,flood_agr,G,04_00_00_00
44,114.78,30.46,177.29,DamAgr_f_tot,1,flood_agr,G,08_00_00_00
45,115.58,112.84,117.57,invest_f_a,1,flood_agr,G,02_00_00_00
46,63.17,1.01,117.97,invest_f_a,1,flood_agr,G,01_00_00_00
47,240.02,112.0,254.0,invest_f_a,1,flood_agr,G,05_00_00_00
48,48.17,0.69,116.54,invest_f_a,1,flood_agr,G,03_00_00_00
49,142.72,142.0,144.27,invest_f_a,1,flood_agr,G,07_00_00_00
50,0.0,0.0,0.0,invest_f_a,1,flood_agr,G,00_00_00_00
51,113.89,112.0,115.64,invest_f_a,1,flood_agr,G,06_00_00_00
52,113.67,112.37,115.47,invest_f_a,1,flood_agr,G,04_00_00_00
53,142.29,142.0,142.91,invest_f_a,1,flood_agr,G,08_00_00_00
54,950.73,892.73,970.0,revenue_agr,1,flood_agr,G,02_00_00_00
55,921.49,880.61,954.3,revenue_agr,1,flood_agr,G,01_00_00_00
56,967.54,960.76,970.0,revenue_agr,1,flood_agr,G,05_00_00_00
57,903.14,866.72,944.2,revenue_agr,1,flood_agr,G,03_00_00_00
58,967.92,960.76,970.0,revenue_agr,1,flood_agr,G,07_00_00_00
59,966.0,959.93,970.0,revenue_agr,1,flood_agr,G,00_00_00_00
60,962.65,921.24,970.0,revenue_agr,1,flood_agr,G,06_00_00_00
61,903.37,866.71,944.2,revenue_agr,1,flood_agr,G,04_00_00_00
62,953.88,916.32,970.0,revenue_agr,1,flood_agr,G,08_00_00_00
63,2.4,2.0,3.0,pathways_list_f_a,1,flood_agr,G,02_00_00_00
64,2.5,2.0,3.0,pathways_list_f_a,1,flood_agr,G,01_00_00_00
65,2.0,1.0,2.0,pathways_list_f_a,1,flood_agr,G,05_00_00_00
66,2.4,2.0,3.0,pathways_list_f_a,1,flood_agr,G,03_00_00_00
67,1.3,1.0,2.0,pathways_list_f_a,1,flood_agr,G,07_00_00_00
68,0.0,0.0,0.0,pathways_list_f_a,1,flood_agr,G,00_00_00_00
69,2.1,1.0,3.0,pathways_list_f_a,1,flood_agr,G,06_00_00_00
70,2.2,2.0,3.0,pathways_list_f_a,1,flood_agr,G,04_00_00_00
71,1.3,1.0,2.0,pathways_list_f_a,1,flood_agr,G,08_00_00_00
72,294.1,197.73,353.55,DamAgr_f_tot,1,flood_agr,Wp,02_00_00_00
73,333.67,216.86,426.64,DamAgr_f_tot,1,flood_agr,Wp,01_00_00_00
74,169.64,60.84,231.31,DamAgr_f_tot,1,flood_agr,Wp,05_00_00_00
75,356.94,210.47,430.97,DamAgr_f_tot,1,flood_agr,Wp,03_00_00_00
76,170.7,63.84,212.54,DamAgr_f_tot,1,flood_agr,Wp,07_00_00_00
77,570.68,429.18,759.88,DamAgr_f_tot,1,flood_agr,Wp,00_00_00_00
78,253.05,136.05,299.47,DamAgr_f_tot,1,flood_agr,Wp,06_00_00_00
79,294.3,187.61,341.55,DamAgr_f_tot,1,flood_agr,Wp,04_00_00_00
80,171.29,63.84,210.67,DamAgr_f_tot,1,flood_agr,Wp,08_00_00_00
81,201.55,115.07,259.35,invest_f_a,1,flood_agr,Wp,02_00_00_00
82,216.18,115.27,259.97,invest_f_a,1,flood_agr,Wp,01_00_00_00
83,254.58,254.0,255.37,invest_f_a,1,flood_agr,Wp,05_00_00_00
84,187.14,113.77,259.64,invest_f_a,1,flood_agr,Wp,03_00_00_00
85,188.61,142.0,256.16,invest_f_a,1,flood_agr,Wp,07_00_00_00
86,0.0,0.0,0.0,invest_f_a,1,flood_agr,Wp,00_00_00_00
87,186.02,113.45,257.24,invest_f_a,1,flood_agr,Wp,06_00_00_00
88,171.7,113.25,257.99,invest_f_a,1,flood_agr,Wp,04_00_00_00
89,187.53,142.0,254.87,invest_f_a,1,flood_agr,Wp,08_00_00_00
90,932.88,892.62,952.83,revenue_agr,1,flood_agr,Wp,02_00_00_00
91,911.4,880.5,937.68,revenue_agr,1,flood_agr,Wp,01_00_00_00
92,967.06,960.56,970.0,revenue_agr,1,flood_agr,Wp,05_00_00_00
93,895.01,866.62,918.32,revenue_agr,1,flood_agr,Wp,03_00_00_00
94,967.26,960.56,970.0,revenue_agr,1,flood_agr,Wp,07_00_00_00
95,964.05,953.84,970.0,revenue_agr,1,flood_agr,Wp,00_00_00_00
96,939.35,896.23,952.83,revenue_agr,1,flood_agr,Wp,06_00_00_00
97,894.7,866.61,918.31,revenue_agr,1,flood_agr,Wp,04_00_00_00
98,931.63,896.23,952.83,revenue_agr,1,flood_agr,Wp,08_00_00_00
99,3.5,2.0,4.0,pathways_list_f_a,1,flood_agr,Wp,02_00_00_00
100,3.7,3.0,4.0,pathways_list_f_a,1,flood_agr,Wp,01_00_00_00
101,2.5,2.0,3.0,pathways_list_f_a,1,flood_agr,Wp,05_00_00_00
102,3.5,3.0,4.0,pathways_list_f_a,1,flood_agr,Wp,03_00_00_00
103,2.3,1.0,3.0,pathways_list_f_a,1,flood_agr,Wp,07_00_00_00
104,0.0,0.0,0.0,pathways_list_f_a,1,flood_agr,Wp,00_00_00_00
105,3.4,2.0,4.0,pathways_list_f_a,1,flood_agr,Wp,06_00_00_00
106,3.3,2.0,4.0,pathways_list_f_a,1,flood_agr,Wp,04_00_00_00
107,2.3,1.0,3.0,pathways_list_f_a,1,flood_agr,Wp,08_00_00_00
